hidden_layers,activation,epochs,learning_rate,batch_size,accuracy
"[32, 32]",linear,25,0.01,16,0.8536585365853658
"[32, 32]",linear,25,0.01,32,0.848780487804878
"[32, 32]",linear,25,0.01,64,0.8146341463414634
"[32, 32]",linear,25,0.01,128,0.8478048780487805
"[32, 32]",linear,25,0.01,256,0.8439024390243902
"[32, 32]",linear,25,0.01,512,0.84
"[32, 32]",linear,25,0.001,16,0.8526829268292683
"[32, 32]",linear,25,0.001,32,0.8478048780487805
"[32, 32]",linear,25,0.001,64,0.8526829268292683
"[32, 32]",linear,25,0.001,128,0.8380487804878048
"[32, 32]",linear,25,0.001,256,0.8341463414634146
"[32, 32]",linear,25,0.001,512,0.8263414634146341
"[32, 32]",linear,25,0.0001,16,0.8390243902439024
"[32, 32]",linear,25,0.0001,32,0.8468292682926829
"[32, 32]",linear,25,0.0001,64,0.806829268292683
"[32, 32]",linear,25,0.0001,128,0.76
"[32, 32]",linear,25,0.0001,256,0.7121951219512195
"[32, 32]",linear,25,0.0001,512,0.7219512195121951
"[32, 32]",linear,50,10.0,16,0.7804878048780488
"[32, 32]",linear,50,10.0,32,0.18439024390243902
"[32, 32]",linear,50,10.0,64,0.7970731707317074
"[32, 32]",linear,50,10.0,128,0.20682926829268292
"[32, 32]",linear,50,10.0,256,0.7648780487804878
"[32, 32]",linear,50,10.0,512,0.7736585365853659
"[32, 32]",linear,50,1.0,16,0.3746341463414634
"[32, 32]",linear,50,1.0,32,0.455609756097561
"[32, 32]",linear,50,1.0,64,0.21853658536585366
"[32, 32]",linear,50,1.0,128,0.5160975609756098
"[32, 32]",linear,50,1.0,256,0.7082926829268292
"[32, 32]",linear,50,1.0,512,0.7570731707317073
"[32, 32]",linear,50,0.1,16,0.8009756097560976
"[32, 32]",linear,50,0.1,32,0.8058536585365854
"[32, 32]",linear,50,0.1,64,0.8302439024390244
"[32, 32]",linear,50,0.1,128,0.8468292682926829
"[32, 32]",linear,50,0.1,256,0.8546341463414634
"[32, 32]",linear,50,0.1,512,0.8614634146341463
"[32, 32]",linear,50,0.01,16,0.8526829268292683
"[32, 32]",linear,50,0.01,32,0.8536585365853658
"[32, 32]",linear,50,0.01,64,0.8468292682926829
"[32, 32]",linear,50,0.01,128,0.833170731707317
"[32, 32]",linear,50,0.01,256,0.8341463414634146
"[32, 32]",linear,50,0.01,512,0.8497560975609756
"[32, 32]",linear,50,0.001,16,0.8458536585365853
"[32, 32]",linear,50,0.001,32,0.848780487804878
"[32, 32]",linear,50,0.001,64,0.855609756097561
"[32, 32]",linear,50,0.001,128,0.8517073170731707
"[32, 32]",linear,50,0.001,256,0.8360975609756097
"[32, 32]",linear,50,0.001,512,0.8468292682926829
"[32, 32]",linear,50,0.0001,16,0.8536585365853658
"[32, 32]",linear,50,0.0001,32,0.8497560975609756
"[32, 32]",linear,50,0.0001,64,0.8448780487804878
"[32, 32]",linear,50,0.0001,128,0.8282926829268292
"[32, 32]",linear,50,0.0001,256,0.8078048780487805
"[32, 32]",linear,50,0.0001,512,0.7658536585365854
"[32, 32]",linear,100,10.0,16,0.4448780487804878
"[32, 32]",linear,100,10.0,32,0.21560975609756097
"[32, 32]",linear,100,10.0,64,0.7892682926829269
"[32, 32]",linear,100,10.0,128,0.7736585365853659
"[32, 32]",linear,100,10.0,256,0.7785365853658537
"[32, 32]",linear,100,10.0,512,0.7180487804878048
"[32, 32]",linear,100,1.0,16,0.7560975609756098
"[32, 32]",linear,100,1.0,32,0.7824390243902439
"[32, 32]",linear,100,1.0,64,0.30829268292682926
"[32, 32]",linear,100,1.0,128,0.6770731707317074
"[32, 32]",linear,100,1.0,256,0.38146341463414635
"[32, 32]",linear,100,1.0,512,0.6195121951219512
"[32, 32]",linear,100,0.1,16,0.7717073170731708
"[32, 32]",linear,100,0.1,32,0.7941463414634147
"[32, 32]",linear,100,0.1,64,0.8234146341463414
"[32, 32]",linear,100,0.1,128,0.8731707317073171
"[32, 32]",linear,100,0.1,256,0.8097560975609757
"[32, 32]",linear,100,0.1,512,0.8478048780487805
"[32, 32]",linear,100,0.01,16,0.8614634146341463
"[32, 32]",linear,100,0.01,32,0.8526829268292683
"[32, 32]",linear,100,0.01,64,0.8624390243902439
"[32, 32]",linear,100,0.01,128,0.8595121951219512
"[32, 32]",linear,100,0.01,256,0.8478048780487805
"[32, 32]",linear,100,0.01,512,0.8214634146341463
"[32, 32]",linear,100,0.001,16,0.8565853658536585
"[32, 32]",linear,100,0.001,32,0.8526829268292683
"[32, 32]",linear,100,0.001,64,0.8458536585365853
"[32, 32]",linear,100,0.001,128,0.8409756097560975
"[32, 32]",linear,100,0.001,256,0.8546341463414634
"[32, 32]",linear,100,0.001,512,0.8526829268292683
"[32, 32]",linear,100,0.0001,16,0.855609756097561
"[32, 32]",linear,100,0.0001,32,0.8517073170731707
"[32, 32]",linear,100,0.0001,64,0.8536585365853658
"[32, 32]",linear,100,0.0001,128,0.8360975609756097
"[32, 32]",linear,100,0.0001,256,0.7990243902439025
"[32, 32]",linear,100,0.0001,512,0.7824390243902439
"[32, 32]",linear,250,10.0,16,0.2848780487804878
"[32, 32]",linear,250,10.0,32,0.7941463414634147
"[32, 32]",linear,250,10.0,64,0.8126829268292682
"[32, 32]",linear,250,10.0,128,0.7970731707317074
"[32, 32]",linear,250,10.0,256,0.7629268292682927
"[32, 32]",linear,250,10.0,512,0.2809756097560976
"[32, 32]",linear,250,1.0,16,0.20878048780487804
"[32, 32]",linear,250,1.0,32,0.7960975609756098
"[32, 32]",linear,250,1.0,64,0.4507317073170732
"[32, 32]",linear,250,1.0,128,0.4790243902439024
"[32, 32]",linear,250,1.0,256,0.8117073170731708
"[32, 32]",linear,250,1.0,512,0.2975609756097561
"[32, 32]",linear,250,0.1,16,0.775609756097561
"[32, 32]",linear,250,0.1,32,0.7404878048780488
"[32, 32]",linear,250,0.1,64,0.8390243902439024
"[32, 32]",linear,250,0.1,128,0.8292682926829268
"[32, 32]",linear,250,0.1,256,0.8614634146341463
"[32, 32]",linear,250,0.1,512,0.8790243902439024
"[32, 32]",linear,250,0.01,16,0.8575609756097561
"[32, 32]",linear,250,0.01,32,0.8468292682926829
"[32, 32]",linear,250,0.01,64,0.8565853658536585
"[32, 32]",linear,250,0.01,128,0.8478048780487805
"[32, 32]",linear,250,0.01,256,0.8546341463414634
"[32, 32]",linear,250,0.01,512,0.8351219512195122
"[32, 32]",linear,250,0.001,16,0.855609756097561
"[32, 32]",linear,250,0.001,32,0.855609756097561
"[32, 32]",linear,250,0.001,64,0.848780487804878
"[32, 32]",linear,250,0.001,128,0.8409756097560975
"[32, 32]",linear,250,0.001,256,0.8478048780487805
"[32, 32]",linear,250,0.001,512,0.8321951219512195
"[32, 32]",linear,250,0.0001,16,0.8585365853658536
"[32, 32]",linear,250,0.0001,32,0.8614634146341463
"[32, 32]",linear,250,0.0001,64,0.8536585365853658
"[32, 32]",linear,250,0.0001,128,0.848780487804878
"[32, 32]",linear,250,0.0001,256,0.8468292682926829
"[32, 32]",linear,250,0.0001,512,0.8468292682926829
"[32, 32]",sigmoid,1,10.0,16,0.5131707317073171
"[32, 32]",sigmoid,1,10.0,32,0.5131707317073171
"[32, 32]",sigmoid,1,10.0,64,0.4868292682926829
"[32, 32]",sigmoid,1,10.0,128,0.5131707317073171
"[32, 32]",sigmoid,1,10.0,256,0.5131707317073171
"[32, 32]",sigmoid,1,10.0,512,0.4868292682926829
"[32, 32]",sigmoid,1,1.0,16,0.4868292682926829
"[32, 32]",sigmoid,1,1.0,32,0.4868292682926829
"[32, 32]",sigmoid,1,1.0,64,0.4868292682926829
"[32, 32]",sigmoid,1,1.0,128,0.4868292682926829
"[32, 32]",sigmoid,1,1.0,256,0.5131707317073171
"[32, 32]",sigmoid,1,1.0,512,0.5131707317073171
"[32, 32]",sigmoid,1,0.1,16,0.8468292682926829
"[32, 32]",sigmoid,1,0.1,32,0.8507317073170731
"[32, 32]",sigmoid,1,0.1,64,0.8575609756097561
"[32, 32]",sigmoid,1,0.1,128,0.4868292682926829
"[32, 32]",sigmoid,1,0.1,256,0.7434146341463415
"[32, 32]",sigmoid,1,0.1,512,0.4868292682926829
"[32, 32]",sigmoid,1,0.01,16,0.8546341463414634
"[32, 32]",sigmoid,1,0.01,32,0.8370731707317073
"[32, 32]",sigmoid,1,0.01,64,0.8009756097560976
"[32, 32]",sigmoid,1,0.01,128,0.5131707317073171
"[32, 32]",sigmoid,1,0.01,256,0.5131707317073171
"[32, 32]",sigmoid,1,0.01,512,0.5609756097560976
"[32, 32]",sigmoid,1,0.001,16,0.6917073170731707
"[32, 32]",sigmoid,1,0.001,32,0.5131707317073171
"[32, 32]",sigmoid,1,0.001,64,0.713170731707317
"[32, 32]",sigmoid,1,0.001,128,0.5131707317073171
"[32, 32]",sigmoid,1,0.001,256,0.5131707317073171
"[32, 32]",sigmoid,1,0.001,512,0.4897560975609756
"[32, 32]",sigmoid,1,0.0001,16,0.5131707317073171
"[32, 32]",sigmoid,1,0.0001,32,0.5131707317073171
"[32, 32]",sigmoid,1,0.0001,64,0.5131707317073171
"[32, 32]",sigmoid,1,0.0001,128,0.5131707317073171
"[32, 32]",sigmoid,1,0.0001,256,0.4868292682926829
"[32, 32]",sigmoid,1,0.0001,512,0.5131707317073171
"[32, 32]",sigmoid,10,10.0,16,0.4868292682926829
"[32, 32]",sigmoid,10,10.0,32,0.5131707317073171
"[32, 32]",sigmoid,10,10.0,64,0.5131707317073171
"[32, 32]",sigmoid,10,10.0,128,0.4868292682926829
"[32, 32]",sigmoid,10,10.0,256,0.4868292682926829
"[32, 32]",sigmoid,10,10.0,512,0.5131707317073171
"[32, 32]",sigmoid,10,1.0,16,0.5131707317073171
"[32, 32]",sigmoid,10,1.0,32,0.5131707317073171
"[32, 32]",sigmoid,10,1.0,64,0.5131707317073171
"[32, 32]",sigmoid,10,1.0,128,0.8185365853658536
"[32, 32]",sigmoid,10,1.0,256,0.5131707317073171
"[32, 32]",sigmoid,10,1.0,512,0.5131707317073171
"[32, 32]",sigmoid,10,0.1,16,0.9668292682926829
"[32, 32]",sigmoid,10,0.1,32,0.9629268292682926
"[32, 32]",sigmoid,10,0.1,64,0.9092682926829269
"[32, 32]",sigmoid,10,0.1,128,0.8673170731707317
"[32, 32]",sigmoid,10,0.1,256,0.8302439024390244
"[32, 32]",sigmoid,10,0.1,512,0.7951219512195122
"[32, 32]",sigmoid,10,0.01,16,0.9004878048780488
"[32, 32]",sigmoid,10,0.01,32,0.8604878048780488
"[32, 32]",sigmoid,10,0.01,64,0.8595121951219512
"[32, 32]",sigmoid,10,0.01,128,0.8595121951219512
"[32, 32]",sigmoid,10,0.01,256,0.8126829268292682
"[32, 32]",sigmoid,10,0.01,512,0.551219512195122
"[32, 32]",sigmoid,10,0.001,16,0.8634146341463415
"[32, 32]",sigmoid,10,0.001,32,0.8419512195121951
"[32, 32]",sigmoid,10,0.001,64,0.7931707317073171
"[32, 32]",sigmoid,10,0.001,128,0.8097560975609757
"[32, 32]",sigmoid,10,0.001,256,0.5131707317073171
"[32, 32]",sigmoid,10,0.001,512,0.5131707317073171
"[32, 32]",sigmoid,10,0.0001,16,0.7531707317073171
"[32, 32]",sigmoid,10,0.0001,32,0.5131707317073171
"[32, 32]",sigmoid,10,0.0001,64,0.52
"[32, 32]",sigmoid,10,0.0001,128,0.5131707317073171
"[32, 32]",sigmoid,10,0.0001,256,0.4868292682926829
"[32, 32]",sigmoid,10,0.0001,512,0.4868292682926829
"[32, 32]",sigmoid,25,10.0,16,0.5131707317073171
"[32, 32]",sigmoid,25,10.0,32,0.4868292682926829
"[32, 32]",sigmoid,25,10.0,64,0.5131707317073171
"[32, 32]",sigmoid,25,10.0,128,0.5131707317073171
"[32, 32]",sigmoid,25,10.0,256,0.5131707317073171
"[32, 32]",sigmoid,25,10.0,512,0.5131707317073171
"[32, 32]",sigmoid,25,1.0,16,0.5131707317073171
"[32, 32]",sigmoid,25,1.0,32,0.5131707317073171
"[32, 32]",sigmoid,25,1.0,64,0.8839024390243903
"[32, 32]",sigmoid,25,1.0,128,0.5131707317073171
"[32, 32]",sigmoid,25,1.0,256,0.4868292682926829
"[32, 32]",sigmoid,25,1.0,512,0.5131707317073171
"[32, 32]",sigmoid,25,0.1,16,0.9717073170731707
"[32, 32]",sigmoid,25,0.1,32,0.9785365853658536
"[32, 32]",sigmoid,25,0.1,64,0.984390243902439
"[32, 32]",sigmoid,25,0.1,128,0.9609756097560975
"[32, 32]",sigmoid,25,0.1,256,0.7941463414634147
"[32, 32]",sigmoid,25,0.1,512,0.8448780487804878
"[32, 32]",sigmoid,25,0.01,16,0.9960975609756098
"[32, 32]",sigmoid,25,0.01,32,0.9239024390243903
"[32, 32]",sigmoid,25,0.01,64,0.8663414634146341
"[32, 32]",sigmoid,25,0.01,128,0.8507317073170731
"[32, 32]",sigmoid,25,0.01,256,0.8595121951219512
"[32, 32]",sigmoid,25,0.01,512,0.848780487804878
"[32, 32]",sigmoid,25,0.001,16,0.8546341463414634
"[32, 32]",sigmoid,25,0.001,32,0.8614634146341463
"[32, 32]",sigmoid,25,0.001,64,0.8497560975609756
"[32, 32]",sigmoid,25,0.001,128,0.8341463414634146
"[32, 32]",sigmoid,25,0.001,256,0.7863414634146342
"[32, 32]",sigmoid,25,0.001,512,0.7765853658536586
"[32, 32]",sigmoid,25,0.0001,16,0.8195121951219512
"[32, 32]",sigmoid,25,0.0001,32,0.7980487804878049
"[32, 32]",sigmoid,25,0.0001,64,0.7580487804878049
"[32, 32]",sigmoid,25,0.0001,128,0.5131707317073171
"[32, 32]",sigmoid,25,0.0001,256,0.4868292682926829
"[32, 32]",sigmoid,25,0.0001,512,0.5336585365853659
"[32, 32]",sigmoid,50,10.0,16,0.5131707317073171
"[32, 32]",sigmoid,50,10.0,32,0.5131707317073171
"[32, 32]",sigmoid,50,10.0,64,0.5131707317073171
"[32, 32]",sigmoid,50,10.0,128,0.5131707317073171
"[32, 32]",sigmoid,50,10.0,256,0.5131707317073171
"[32, 32]",sigmoid,50,10.0,512,0.5131707317073171
"[32, 32]",sigmoid,50,1.0,16,0.5131707317073171
"[32, 32]",sigmoid,50,1.0,32,0.5131707317073171
"[32, 32]",sigmoid,50,1.0,64,0.5131707317073171
"[32, 32]",sigmoid,50,1.0,128,0.5131707317073171
"[32, 32]",sigmoid,50,1.0,256,0.8448780487804878
"[32, 32]",sigmoid,50,1.0,512,0.5131707317073171
"[32, 32]",sigmoid,50,0.1,16,0.9892682926829268
"[32, 32]",sigmoid,50,0.1,32,1.0
"[32, 32]",sigmoid,50,0.1,64,1.0
"[32, 32]",sigmoid,50,0.1,128,0.9853658536585366
"[32, 32]",sigmoid,50,0.1,256,0.9239024390243903
"[32, 32]",sigmoid,50,0.1,512,0.8624390243902439
"[32, 32]",sigmoid,50,0.01,16,1.0
"[32, 32]",sigmoid,50,0.01,32,1.0
"[32, 32]",sigmoid,50,0.01,64,0.9307317073170732
"[32, 32]",sigmoid,50,0.01,128,0.8731707317073171
"[32, 32]",sigmoid,50,0.01,256,0.8595121951219512
"[32, 32]",sigmoid,50,0.01,512,0.848780487804878
"[32, 32]",sigmoid,50,0.001,16,0.8663414634146341
"[32, 32]",sigmoid,50,0.001,32,0.8614634146341463
"[32, 32]",sigmoid,50,0.001,64,0.8546341463414634
"[32, 32]",sigmoid,50,0.001,128,0.8292682926829268
"[32, 32]",sigmoid,50,0.001,256,0.8136585365853658
"[32, 32]",sigmoid,50,0.001,512,0.6809756097560976
"[32, 32]",sigmoid,50,0.0001,16,0.8517073170731707
"[32, 32]",sigmoid,50,0.0001,32,0.8009756097560976
"[32, 32]",sigmoid,50,0.0001,64,0.7697560975609756
"[32, 32]",sigmoid,50,0.0001,128,0.5131707317073171
"[32, 32]",sigmoid,50,0.0001,256,0.4868292682926829
"[32, 32]",sigmoid,50,0.0001,512,0.5131707317073171
"[32, 32]",sigmoid,100,10.0,16,0.5131707317073171
"[32, 32]",sigmoid,100,10.0,32,0.4868292682926829
"[32, 32]",sigmoid,100,10.0,64,0.5131707317073171
"[32, 32]",sigmoid,100,10.0,128,0.4868292682926829
"[32, 32]",sigmoid,100,10.0,256,0.5131707317073171
"[32, 32]",sigmoid,100,10.0,512,0.5131707317073171
"[32, 32]",sigmoid,100,1.0,16,0.5131707317073171
"[32, 32]",sigmoid,100,1.0,32,0.5131707317073171
"[32, 32]",sigmoid,100,1.0,64,0.5131707317073171
"[32, 32]",sigmoid,100,1.0,128,0.4868292682926829
"[32, 32]",sigmoid,100,1.0,256,0.5131707317073171
"[32, 32]",sigmoid,100,1.0,512,0.4868292682926829
"[32, 32]",sigmoid,100,0.1,16,0.9912195121951219
"[32, 32]",sigmoid,100,0.1,32,1.0
"[32, 32]",sigmoid,100,0.1,64,1.0
"[32, 32]",sigmoid,100,0.1,128,1.0
"[32, 32]",sigmoid,100,0.1,256,0.9746341463414634
"[32, 32]",sigmoid,100,0.1,512,0.8858536585365854
"[32, 32]",sigmoid,100,0.01,16,1.0
"[32, 32]",sigmoid,100,0.01,32,1.0
"[32, 32]",sigmoid,100,0.01,64,1.0
"[32, 32]",sigmoid,100,0.01,128,0.9121951219512195
"[32, 32]",sigmoid,100,0.01,256,0.855609756097561
"[32, 32]",sigmoid,100,0.01,512,0.8214634146341463
"[32, 32]",sigmoid,100,0.001,16,0.9082926829268293
"[32, 32]",sigmoid,100,0.001,32,0.864390243902439
"[32, 32]",sigmoid,100,0.001,64,0.8585365853658536
"[32, 32]",sigmoid,100,0.001,128,0.8614634146341463
"[32, 32]",sigmoid,100,0.001,256,0.8380487804878048
"[32, 32]",sigmoid,100,0.001,512,0.8195121951219512
"[32, 32]",sigmoid,100,0.0001,16,0.8614634146341463
"[32, 32]",sigmoid,100,0.0001,32,0.8419512195121951
"[32, 32]",sigmoid,100,0.0001,64,0.8097560975609757
"[32, 32]",sigmoid,100,0.0001,128,0.784390243902439
"[32, 32]",sigmoid,100,0.0001,256,0.6009756097560975
"[32, 32]",sigmoid,100,0.0001,512,0.4868292682926829
"[32, 32]",sigmoid,250,10.0,16,0.4868292682926829
"[32, 32]",sigmoid,250,10.0,32,0.4868292682926829
"[32, 32]",sigmoid,250,10.0,64,0.5131707317073171
"[32, 32]",sigmoid,250,10.0,128,0.4868292682926829
"[32, 32]",sigmoid,250,10.0,256,0.4868292682926829
"[32, 32]",sigmoid,250,10.0,512,0.4868292682926829
"[32, 32]",sigmoid,250,1.0,16,0.5131707317073171
"[32, 32]",sigmoid,250,1.0,32,0.4868292682926829
"[32, 32]",sigmoid,250,1.0,64,0.5131707317073171
"[32, 32]",sigmoid,250,1.0,128,0.5131707317073171
"[32, 32]",sigmoid,250,1.0,256,0.5131707317073171
"[32, 32]",sigmoid,250,1.0,512,0.5131707317073171
"[32, 32]",sigmoid,250,0.1,16,0.8868292682926829
"[32, 32]",sigmoid,250,0.1,32,1.0
"[32, 32]",sigmoid,250,0.1,64,0.984390243902439
"[32, 32]",sigmoid,250,0.1,128,0.9717073170731707
"[32, 32]",sigmoid,250,0.1,256,0.9765853658536585
"[32, 32]",sigmoid,250,0.1,512,0.9775609756097561
"[32, 32]",sigmoid,250,0.01,16,1.0
"[32, 32]",sigmoid,250,0.01,32,1.0
"[32, 32]",sigmoid,250,0.01,64,1.0
"[32, 32]",sigmoid,250,0.01,128,0.9970731707317073
"[32, 32]",sigmoid,250,0.01,256,0.8965853658536586
"[32, 32]",sigmoid,250,0.01,512,0.8536585365853658
"[32, 32]",sigmoid,250,0.001,16,1.0
"[32, 32]",sigmoid,250,0.001,32,0.9482926829268292
"[32, 32]",sigmoid,250,0.001,64,0.8575609756097561
"[32, 32]",sigmoid,250,0.001,128,0.8702439024390244
"[32, 32]",sigmoid,250,0.001,256,0.8604878048780488
"[32, 32]",sigmoid,250,0.001,512,0.8507317073170731
"[32, 32]",sigmoid,250,0.0001,16,0.8614634146341463
"[32, 32]",sigmoid,250,0.0001,32,0.8585365853658536
"[32, 32]",sigmoid,250,0.0001,64,0.8565853658536585
"[32, 32]",sigmoid,250,0.0001,128,0.8390243902439024
"[32, 32]",sigmoid,250,0.0001,256,0.824390243902439
"[32, 32]",sigmoid,250,0.0001,512,0.7882926829268293
"[32, 32]",relu,1,10.0,16,0.5482926829268293
"[32, 32]",relu,1,10.0,32,0.5131707317073171
"[32, 32]",relu,1,10.0,64,0.5131707317073171
"[32, 32]",relu,1,10.0,128,0.5736585365853658
"[32, 32]",relu,1,10.0,256,0.4897560975609756
"[32, 32]",relu,1,10.0,512,0.5375609756097561
"[32, 32]",relu,1,1.0,16,0.4868292682926829
"[32, 32]",relu,1,1.0,32,0.5131707317073171
"[32, 32]",relu,1,1.0,64,0.5131707317073171
"[32, 32]",relu,1,1.0,128,0.5131707317073171
"[32, 32]",relu,1,1.0,256,0.8039024390243903
"[32, 32]",relu,1,1.0,512,0.4868292682926829
"[32, 32]",relu,1,0.1,16,0.855609756097561
"[32, 32]",relu,1,0.1,32,0.8780487804878049
"[32, 32]",relu,1,0.1,64,0.8819512195121951
"[32, 32]",relu,1,0.1,128,0.8546341463414634
"[32, 32]",relu,1,0.1,256,0.8263414634146341
"[32, 32]",relu,1,0.1,512,0.7892682926829269
"[32, 32]",relu,1,0.01,16,0.8702439024390244
"[32, 32]",relu,1,0.01,32,0.88
"[32, 32]",relu,1,0.01,64,0.864390243902439
"[32, 32]",relu,1,0.01,128,0.8253658536585365
"[32, 32]",relu,1,0.01,256,0.8048780487804879
"[32, 32]",relu,1,0.01,512,0.8078048780487805
"[32, 32]",relu,1,0.001,16,0.8146341463414634
"[32, 32]",relu,1,0.001,32,0.824390243902439
"[32, 32]",relu,1,0.001,64,0.7551219512195122
"[32, 32]",relu,1,0.001,128,0.76
"[32, 32]",relu,1,0.001,256,0.6136585365853658
"[32, 32]",relu,1,0.001,512,0.49365853658536585
"[32, 32]",relu,1,0.0001,16,0.6643902439024391
"[32, 32]",relu,1,0.0001,32,0.4897560975609756
"[32, 32]",relu,1,0.0001,64,0.5004878048780488
"[32, 32]",relu,1,0.0001,128,0.646829268292683
"[32, 32]",relu,1,0.0001,256,0.5434146341463415
"[32, 32]",relu,1,0.0001,512,0.4926829268292683
"[32, 32]",relu,10,10.0,16,0.4868292682926829
"[32, 32]",relu,10,10.0,32,0.4868292682926829
"[32, 32]",relu,10,10.0,64,0.43609756097560975
"[32, 32]",relu,10,10.0,128,0.4868292682926829
"[32, 32]",relu,10,10.0,256,0.4868292682926829
"[32, 32]",relu,10,10.0,512,0.6985365853658536
"[32, 32]",relu,10,1.0,16,0.4868292682926829
"[32, 32]",relu,10,1.0,32,0.4868292682926829
"[32, 32]",relu,10,1.0,64,0.5131707317073171
"[32, 32]",relu,10,1.0,128,0.5131707317073171
"[32, 32]",relu,10,1.0,256,0.5131707317073171
"[32, 32]",relu,10,1.0,512,0.5131707317073171
"[32, 32]",relu,10,0.1,16,0.744390243902439
"[32, 32]",relu,10,0.1,32,0.9414634146341463
"[32, 32]",relu,10,0.1,64,0.953170731707317
"[32, 32]",relu,10,0.1,128,0.96
"[32, 32]",relu,10,0.1,256,0.8878048780487805
"[32, 32]",relu,10,0.1,512,0.76
"[32, 32]",relu,10,0.01,16,0.9970731707317073
"[32, 32]",relu,10,0.01,32,0.9804878048780488
"[32, 32]",relu,10,0.01,64,0.9512195121951219
"[32, 32]",relu,10,0.01,128,0.9034146341463415
"[32, 32]",relu,10,0.01,256,0.8312195121951219
"[32, 32]",relu,10,0.01,512,0.864390243902439
"[32, 32]",relu,10,0.001,16,0.9063414634146342
"[32, 32]",relu,10,0.001,32,0.9034146341463415
"[32, 32]",relu,10,0.001,64,0.8634146341463415
"[32, 32]",relu,10,0.001,128,0.8234146341463414
"[32, 32]",relu,10,0.001,256,0.8214634146341463
"[32, 32]",relu,10,0.001,512,0.7560975609756098
"[32, 32]",relu,10,0.0001,16,0.8214634146341463
"[32, 32]",relu,10,0.0001,32,0.8185365853658536
"[32, 32]",relu,10,0.0001,64,0.6946341463414634
"[32, 32]",relu,10,0.0001,128,0.56
"[32, 32]",relu,10,0.0001,256,0.6487804878048781
"[32, 32]",relu,10,0.0001,512,0.5287804878048781
"[32, 32]",relu,25,10.0,16,0.5131707317073171
"[32, 32]",relu,25,10.0,32,0.5131707317073171
"[32, 32]",relu,25,10.0,64,0.7121951219512195
"[32, 32]",relu,25,10.0,128,0.5170731707317073
"[32, 32]",relu,25,10.0,256,0.4009756097560976
"[32, 32]",relu,25,10.0,512,0.5229268292682927
"[32, 32]",relu,25,1.0,16,0.4868292682926829
"[32, 32]",relu,25,1.0,32,0.7521951219512195
"[32, 32]",relu,25,1.0,64,0.4868292682926829
"[32, 32]",relu,25,1.0,128,0.5131707317073171
"[32, 32]",relu,25,1.0,256,0.5131707317073171
"[32, 32]",relu,25,1.0,512,0.5131707317073171
"[32, 32]",relu,25,0.1,16,0.9239024390243903
"[32, 32]",relu,25,0.1,32,0.92
"[32, 32]",relu,25,0.1,64,0.975609756097561
"[32, 32]",relu,25,0.1,128,1.0
"[32, 32]",relu,25,0.1,256,0.9258536585365854
"[32, 32]",relu,25,0.1,512,0.9190243902439025
"[32, 32]",relu,25,0.01,16,1.0
"[32, 32]",relu,25,0.01,32,1.0
"[32, 32]",relu,25,0.01,64,0.9941463414634146
"[32, 32]",relu,25,0.01,128,0.984390243902439
"[32, 32]",relu,25,0.01,256,0.9717073170731707
"[32, 32]",relu,25,0.01,512,0.8760975609756098
"[32, 32]",relu,25,0.001,16,0.9765853658536585
"[32, 32]",relu,25,0.001,32,0.9248780487804878
"[32, 32]",relu,25,0.001,64,0.9102439024390244
"[32, 32]",relu,25,0.001,128,0.8692682926829268
"[32, 32]",relu,25,0.001,256,0.8458536585365853
"[32, 32]",relu,25,0.001,512,0.8009756097560976
"[32, 32]",relu,25,0.0001,16,0.8526829268292683
"[32, 32]",relu,25,0.0001,32,0.8234146341463414
"[32, 32]",relu,25,0.0001,64,0.8117073170731708
"[32, 32]",relu,25,0.0001,128,0.7736585365853659
"[32, 32]",relu,25,0.0001,256,0.5951219512195122
"[32, 32]",relu,25,0.0001,512,0.4897560975609756
"[32, 32]",relu,50,10.0,16,0.5560975609756098
"[32, 32]",relu,50,10.0,32,0.4868292682926829
"[32, 32]",relu,50,10.0,64,0.5229268292682927
"[32, 32]",relu,50,10.0,128,0.7804878048780488
"[32, 32]",relu,50,10.0,256,0.4868292682926829
"[32, 32]",relu,50,10.0,512,0.2751219512195122
"[32, 32]",relu,50,1.0,16,0.4868292682926829
"[32, 32]",relu,50,1.0,32,0.5131707317073171
"[32, 32]",relu,50,1.0,64,0.5131707317073171
"[32, 32]",relu,50,1.0,128,0.4868292682926829
"[32, 32]",relu,50,1.0,256,0.7346341463414634
"[32, 32]",relu,50,1.0,512,0.5131707317073171
"[32, 32]",relu,50,0.1,16,0.7053658536585365
"[32, 32]",relu,50,0.1,32,0.7551219512195122
"[32, 32]",relu,50,0.1,64,0.9648780487804878
"[32, 32]",relu,50,0.1,128,0.9502439024390243
"[32, 32]",relu,50,0.1,256,0.935609756097561
"[32, 32]",relu,50,0.1,512,0.9960975609756098
"[32, 32]",relu,50,0.01,16,1.0
"[32, 32]",relu,50,0.01,32,1.0
"[32, 32]",relu,50,0.01,64,1.0
"[32, 32]",relu,50,0.01,128,1.0
"[32, 32]",relu,50,0.01,256,0.9931707317073171
"[32, 32]",relu,50,0.01,512,0.8536585365853658
"[32, 32]",relu,50,0.001,16,1.0
"[32, 32]",relu,50,0.001,32,0.9970731707317073
"[32, 32]",relu,50,0.001,64,0.953170731707317
"[32, 32]",relu,50,0.001,128,0.8829268292682927
"[32, 32]",relu,50,0.001,256,0.8546341463414634
