hidden_layers,activation,epochs,learning_rate,batch_size,accuracy
"[16, 32, 16]",tanh,25,1.0,256,0.7326829268292683
"[16, 32, 16]",tanh,25,1.0,512,0.7678048780487805
"[16, 32, 16]",tanh,25,0.1,16,0.7960975609756098
"[16, 32, 16]",tanh,25,0.1,32,0.8946341463414634
"[16, 32, 16]",tanh,25,0.1,64,0.8692682926829268
"[16, 32, 16]",tanh,25,0.1,128,0.9814634146341463
"[16, 32, 16]",tanh,25,0.1,256,0.8975609756097561
"[16, 32, 16]",tanh,25,0.1,512,0.806829268292683
"[16, 32, 16]",tanh,25,0.01,16,0.9970731707317073
"[16, 32, 16]",tanh,25,0.01,32,0.9902439024390244
"[16, 32, 16]",tanh,25,0.01,64,0.9404878048780487
"[16, 32, 16]",tanh,25,0.01,128,0.92
"[16, 32, 16]",tanh,25,0.01,256,0.8604878048780488
"[16, 32, 16]",tanh,25,0.01,512,0.84
"[16, 32, 16]",tanh,25,0.001,16,0.9278048780487805
"[16, 32, 16]",tanh,25,0.001,32,0.8780487804878049
"[16, 32, 16]",tanh,25,0.001,64,0.8604878048780488
"[16, 32, 16]",tanh,25,0.001,128,0.8546341463414634
"[16, 32, 16]",tanh,25,0.001,256,0.8419512195121951
"[16, 32, 16]",tanh,25,0.001,512,0.817560975609756
"[16, 32, 16]",tanh,25,0.0001,16,0.8478048780487805
"[16, 32, 16]",tanh,25,0.0001,32,0.8468292682926829
"[16, 32, 16]",tanh,25,0.0001,64,0.8204878048780487
"[16, 32, 16]",tanh,25,0.0001,128,0.7639024390243903
"[16, 32, 16]",tanh,25,0.0001,256,0.6107317073170732
"[16, 32, 16]",tanh,25,0.0001,512,0.5131707317073171
"[16, 32, 16]",tanh,50,10.0,16,0.511219512195122
"[16, 32, 16]",tanh,50,10.0,32,0.23219512195121952
"[16, 32, 16]",tanh,50,10.0,64,0.19317073170731708
"[16, 32, 16]",tanh,50,10.0,128,0.7375609756097561
"[16, 32, 16]",tanh,50,10.0,256,0.7736585365853659
"[16, 32, 16]",tanh,50,10.0,512,0.4917073170731707
"[16, 32, 16]",tanh,50,1.0,16,0.7951219512195122
"[16, 32, 16]",tanh,50,1.0,32,0.744390243902439
"[16, 32, 16]",tanh,50,1.0,64,0.6253658536585366
"[16, 32, 16]",tanh,50,1.0,128,0.6956097560975609
"[16, 32, 16]",tanh,50,1.0,256,0.7941463414634147
"[16, 32, 16]",tanh,50,1.0,512,0.8039024390243903
"[16, 32, 16]",tanh,50,0.1,16,0.8819512195121951
"[16, 32, 16]",tanh,50,0.1,32,0.8370731707317073
"[16, 32, 16]",tanh,50,0.1,64,0.9326829268292683
"[16, 32, 16]",tanh,50,0.1,128,0.8985365853658537
"[16, 32, 16]",tanh,50,0.1,256,0.9180487804878049
"[16, 32, 16]",tanh,50,0.1,512,0.6790243902439025
"[16, 32, 16]",tanh,50,0.01,16,1.0
"[16, 32, 16]",tanh,50,0.01,32,0.9960975609756098
"[16, 32, 16]",tanh,50,0.01,64,1.0
"[16, 32, 16]",tanh,50,0.01,128,0.9121951219512195
"[16, 32, 16]",tanh,50,0.01,256,0.8575609756097561
"[16, 32, 16]",tanh,50,0.01,512,0.8468292682926829
"[16, 32, 16]",tanh,50,0.001,16,0.9834146341463414
"[16, 32, 16]",tanh,50,0.001,32,0.9336585365853659
"[16, 32, 16]",tanh,50,0.001,64,0.8965853658536586
"[16, 32, 16]",tanh,50,0.001,128,0.8673170731707317
"[16, 32, 16]",tanh,50,0.001,256,0.8536585365853658
"[16, 32, 16]",tanh,50,0.001,512,0.8156097560975609
"[16, 32, 16]",tanh,50,0.0001,16,0.8614634146341463
"[16, 32, 16]",tanh,50,0.0001,32,0.855609756097561
"[16, 32, 16]",tanh,50,0.0001,64,0.8234146341463414
"[16, 32, 16]",tanh,50,0.0001,128,0.8165853658536585
"[16, 32, 16]",tanh,50,0.0001,256,0.646829268292683
"[16, 32, 16]",tanh,50,0.0001,512,0.6956097560975609
"[16, 32, 16]",tanh,100,10.0,16,0.76
"[16, 32, 16]",tanh,100,10.0,32,0.5082926829268293
"[16, 32, 16]",tanh,100,10.0,64,0.49658536585365853
"[16, 32, 16]",tanh,100,10.0,128,0.8156097560975609
"[16, 32, 16]",tanh,100,10.0,256,0.7736585365853659
"[16, 32, 16]",tanh,100,10.0,512,0.7873170731707317
"[16, 32, 16]",tanh,100,1.0,16,0.8165853658536585
"[16, 32, 16]",tanh,100,1.0,32,0.744390243902439
"[16, 32, 16]",tanh,100,1.0,64,0.688780487804878
"[16, 32, 16]",tanh,100,1.0,128,0.7219512195121951
"[16, 32, 16]",tanh,100,1.0,256,0.7678048780487805
"[16, 32, 16]",tanh,100,1.0,512,0.5824390243902439
"[16, 32, 16]",tanh,100,0.1,16,0.8868292682926829
"[16, 32, 16]",tanh,100,0.1,32,0.8770731707317073
"[16, 32, 16]",tanh,100,0.1,64,0.8614634146341463
"[16, 32, 16]",tanh,100,0.1,128,0.926829268292683
"[16, 32, 16]",tanh,100,0.1,256,0.8663414634146341
"[16, 32, 16]",tanh,100,0.1,512,0.8975609756097561
"[16, 32, 16]",tanh,100,0.01,16,1.0
"[16, 32, 16]",tanh,100,0.01,32,1.0
"[16, 32, 16]",tanh,100,0.01,64,0.9970731707317073
"[16, 32, 16]",tanh,100,0.01,128,0.9717073170731707
"[16, 32, 16]",tanh,100,0.01,256,0.9287804878048781
"[16, 32, 16]",tanh,100,0.01,512,0.8263414634146341
"[16, 32, 16]",tanh,100,0.001,16,0.9960975609756098
"[16, 32, 16]",tanh,100,0.001,32,0.9863414634146341
"[16, 32, 16]",tanh,100,0.001,64,0.9551219512195122
"[16, 32, 16]",tanh,100,0.001,128,0.88
"[16, 32, 16]",tanh,100,0.001,256,0.8663414634146341
"[16, 32, 16]",tanh,100,0.001,512,0.8546341463414634
"[16, 32, 16]",tanh,100,0.0001,16,0.871219512195122
"[16, 32, 16]",tanh,100,0.0001,32,0.8770731707317073
"[16, 32, 16]",tanh,100,0.0001,64,0.8341463414634146
"[16, 32, 16]",tanh,100,0.0001,128,0.8234146341463414
"[16, 32, 16]",tanh,100,0.0001,256,0.824390243902439
"[16, 32, 16]",tanh,100,0.0001,512,0.7970731707317074
"[16, 32, 16]",tanh,250,10.0,16,0.8156097560975609
"[16, 32, 16]",tanh,250,10.0,32,0.4848780487804878
"[16, 32, 16]",tanh,250,10.0,64,0.7736585365853659
"[16, 32, 16]",tanh,250,10.0,128,0.791219512195122
"[16, 32, 16]",tanh,250,10.0,256,0.791219512195122
"[16, 32, 16]",tanh,250,10.0,512,0.7736585365853659
"[16, 32, 16]",tanh,250,1.0,16,0.7268292682926829
"[16, 32, 16]",tanh,250,1.0,32,0.624390243902439
"[16, 32, 16]",tanh,250,1.0,64,0.7863414634146342
"[16, 32, 16]",tanh,250,1.0,128,0.8156097560975609
"[16, 32, 16]",tanh,250,1.0,256,0.8078048780487805
"[16, 32, 16]",tanh,250,1.0,512,0.8126829268292682
"[16, 32, 16]",tanh,250,0.1,16,0.8692682926829268
"[16, 32, 16]",tanh,250,0.1,32,0.904390243902439
"[16, 32, 16]",tanh,250,0.1,64,0.8887804878048781
"[16, 32, 16]",tanh,250,0.1,128,0.9287804878048781
"[16, 32, 16]",tanh,250,0.1,256,0.9102439024390244
"[16, 32, 16]",tanh,250,0.1,512,0.8156097560975609
"[16, 32, 16]",tanh,250,0.01,16,1.0
"[16, 32, 16]",tanh,250,0.01,32,1.0
"[16, 32, 16]",tanh,250,0.01,64,1.0
"[16, 32, 16]",tanh,250,0.01,128,1.0
"[16, 32, 16]",tanh,250,0.01,256,0.9804878048780488
"[16, 32, 16]",tanh,250,0.01,512,0.9141463414634147
"[16, 32, 16]",tanh,250,0.001,16,1.0
"[16, 32, 16]",tanh,250,0.001,32,1.0
"[16, 32, 16]",tanh,250,0.001,64,0.9931707317073171
"[16, 32, 16]",tanh,250,0.001,128,0.9414634146341463
"[16, 32, 16]",tanh,250,0.001,256,0.8858536585365854
"[16, 32, 16]",tanh,250,0.001,512,0.8604878048780488
"[16, 32, 16]",tanh,250,0.0001,16,0.92
"[16, 32, 16]",tanh,250,0.0001,32,0.895609756097561
"[16, 32, 16]",tanh,250,0.0001,64,0.8663414634146341
"[16, 32, 16]",tanh,250,0.0001,128,0.848780487804878
"[16, 32, 16]",tanh,250,0.0001,256,0.8604878048780488
"[16, 32, 16]",tanh,250,0.0001,512,0.8009756097560976
"[32, 64, 32]",linear,1,10.0,16,0.7434146341463415
"[32, 64, 32]",linear,1,10.0,32,0.7921951219512195
"[32, 64, 32]",linear,1,10.0,64,0.784390243902439
"[32, 64, 32]",linear,1,10.0,128,0.7795121951219512
"[32, 64, 32]",linear,1,10.0,256,0.21951219512195122
"[32, 64, 32]",linear,1,10.0,512,0.21951219512195122
"[32, 64, 32]",linear,1,1.0,16,0.24195121951219511
"[32, 64, 32]",linear,1,1.0,32,0.22634146341463415
"[32, 64, 32]",linear,1,1.0,64,0.7726829268292683
"[32, 64, 32]",linear,1,1.0,128,0.19609756097560976
"[32, 64, 32]",linear,1,1.0,256,0.19609756097560976
"[32, 64, 32]",linear,1,1.0,512,0.20390243902439023
"[32, 64, 32]",linear,1,0.1,16,0.7268292682926829
"[32, 64, 32]",linear,1,0.1,32,0.7180487804878048
"[32, 64, 32]",linear,1,0.1,64,0.7853658536585366
"[32, 64, 32]",linear,1,0.1,128,0.8224390243902439
"[32, 64, 32]",linear,1,0.1,256,0.7736585365853659
"[32, 64, 32]",linear,1,0.1,512,0.7746341463414634
"[32, 64, 32]",linear,1,0.01,16,0.8214634146341463
"[32, 64, 32]",linear,1,0.01,32,0.8448780487804878
"[32, 64, 32]",linear,1,0.01,64,0.8146341463414634
"[32, 64, 32]",linear,1,0.01,128,0.8360975609756097
"[32, 64, 32]",linear,1,0.01,256,0.8282926829268292
"[32, 64, 32]",linear,1,0.01,512,0.7990243902439025
"[32, 64, 32]",linear,1,0.001,16,0.8380487804878048
"[32, 64, 32]",linear,1,0.001,32,0.8321951219512195
"[32, 64, 32]",linear,1,0.001,64,0.7853658536585366
"[32, 64, 32]",linear,1,0.001,128,0.8
"[32, 64, 32]",linear,1,0.001,256,0.6878048780487804
"[32, 64, 32]",linear,1,0.001,512,0.6897560975609756
"[32, 64, 32]",linear,1,0.0001,16,0.7687804878048781
"[32, 64, 32]",linear,1,0.0001,32,0.5239024390243903
"[32, 64, 32]",linear,1,0.0001,64,0.7824390243902439
"[32, 64, 32]",linear,1,0.0001,128,0.4897560975609756
"[32, 64, 32]",linear,1,0.0001,256,0.6839024390243903
"[32, 64, 32]",linear,1,0.0001,512,0.4370731707317073
"[32, 64, 32]",linear,10,10.0,16,0.2497560975609756
"[32, 64, 32]",linear,10,10.0,32,0.784390243902439
"[32, 64, 32]",linear,10,10.0,64,0.2126829268292683
"[32, 64, 32]",linear,10,10.0,128,0.7834146341463415
"[32, 64, 32]",linear,10,10.0,256,0.7736585365853659
"[32, 64, 32]",linear,10,10.0,512,0.21951219512195122
"[32, 64, 32]",linear,10,1.0,16,0.34536585365853656
"[32, 64, 32]",linear,10,1.0,32,0.8126829268292682
"[32, 64, 32]",linear,10,1.0,64,0.7941463414634147
"[32, 64, 32]",linear,10,1.0,128,0.22829268292682928
"[32, 64, 32]",linear,10,1.0,256,0.3307317073170732
"[32, 64, 32]",linear,10,1.0,512,0.5346341463414634
"[32, 64, 32]",linear,10,0.1,16,0.7590243902439024
"[32, 64, 32]",linear,10,0.1,32,0.7404878048780488
"[32, 64, 32]",linear,10,0.1,64,0.8087804878048781
"[32, 64, 32]",linear,10,0.1,128,0.7960975609756098
"[32, 64, 32]",linear,10,0.1,256,0.7453658536585366
"[32, 64, 32]",linear,10,0.1,512,0.8409756097560975
"[32, 64, 32]",linear,10,0.01,16,0.8312195121951219
"[32, 64, 32]",linear,10,0.01,32,0.855609756097561
"[32, 64, 32]",linear,10,0.01,64,0.8126829268292682
"[32, 64, 32]",linear,10,0.01,128,0.8234146341463414
"[32, 64, 32]",linear,10,0.01,256,0.8380487804878048
"[32, 64, 32]",linear,10,0.01,512,0.7804878048780488
"[32, 64, 32]",linear,10,0.001,16,0.8478048780487805
"[32, 64, 32]",linear,10,0.001,32,0.8507317073170731
"[32, 64, 32]",linear,10,0.001,64,0.8595121951219512
"[32, 64, 32]",linear,10,0.001,128,0.8565853658536585
"[32, 64, 32]",linear,10,0.001,256,0.8
"[32, 64, 32]",linear,10,0.001,512,0.8263414634146341
"[32, 64, 32]",linear,10,0.0001,16,0.8517073170731707
"[32, 64, 32]",linear,10,0.0001,32,0.8263414634146341
"[32, 64, 32]",linear,10,0.0001,64,0.8097560975609757
"[32, 64, 32]",linear,10,0.0001,128,0.7658536585365854
"[32, 64, 32]",linear,10,0.0001,256,0.631219512195122
"[32, 64, 32]",linear,10,0.0001,512,0.5395121951219513
"[32, 64, 32]",linear,25,10.0,16,0.7785365853658537
"[32, 64, 32]",linear,25,10.0,32,0.1873170731707317
"[32, 64, 32]",linear,25,10.0,64,0.20195121951219513
"[32, 64, 32]",linear,25,10.0,128,0.22634146341463415
"[32, 64, 32]",linear,25,10.0,256,0.7736585365853659
"[32, 64, 32]",linear,25,10.0,512,0.23121951219512196
"[32, 64, 32]",linear,25,1.0,16,0.577560975609756
"[32, 64, 32]",linear,25,1.0,32,0.5609756097560976
"[32, 64, 32]",linear,25,1.0,64,0.4682926829268293
"[32, 64, 32]",linear,25,1.0,128,0.4575609756097561
"[32, 64, 32]",linear,25,1.0,256,0.48
"[32, 64, 32]",linear,25,1.0,512,0.5248780487804878
"[32, 64, 32]",linear,25,0.1,16,0.23219512195121952
"[32, 64, 32]",linear,25,0.1,32,0.8029268292682927
"[32, 64, 32]",linear,25,0.1,64,0.7424390243902439
"[32, 64, 32]",linear,25,0.1,128,0.7707317073170732
"[32, 64, 32]",linear,25,0.1,256,0.7687804878048781
"[32, 64, 32]",linear,25,0.1,512,0.7629268292682927
"[32, 64, 32]",linear,25,0.01,16,0.8370731707317073
"[32, 64, 32]",linear,25,0.01,32,0.8458536585365853
"[32, 64, 32]",linear,25,0.01,64,0.8351219512195122
"[32, 64, 32]",linear,25,0.01,128,0.8536585365853658
"[32, 64, 32]",linear,25,0.01,256,0.8234146341463414
"[32, 64, 32]",linear,25,0.01,512,0.8409756097560975
"[32, 64, 32]",linear,25,0.001,16,0.8536585365853658
"[32, 64, 32]",linear,25,0.001,32,0.864390243902439
"[32, 64, 32]",linear,25,0.001,64,0.8458536585365853
"[32, 64, 32]",linear,25,0.001,128,0.8595121951219512
"[32, 64, 32]",linear,25,0.001,256,0.8439024390243902
"[32, 64, 32]",linear,25,0.001,512,0.8204878048780487
"[32, 64, 32]",linear,25,0.0001,16,0.8565853658536585
"[32, 64, 32]",linear,25,0.0001,32,0.8497560975609756
"[32, 64, 32]",linear,25,0.0001,64,0.8214634146341463
"[32, 64, 32]",linear,25,0.0001,128,0.8253658536585365
"[32, 64, 32]",linear,25,0.0001,256,0.784390243902439
"[32, 64, 32]",linear,25,0.0001,512,0.6848780487804879
"[32, 64, 32]",linear,50,10.0,16,0.7375609756097561
"[32, 64, 32]",linear,50,10.0,32,0.8136585365853658
"[32, 64, 32]",linear,50,10.0,64,0.21951219512195122
"[32, 64, 32]",linear,50,10.0,128,0.22048780487804878
"[32, 64, 32]",linear,50,10.0,256,0.7804878048780488
"[32, 64, 32]",linear,50,10.0,512,0.22634146341463415
"[32, 64, 32]",linear,50,1.0,16,0.2975609756097561
"[32, 64, 32]",linear,50,1.0,32,0.8029268292682927
"[32, 64, 32]",linear,50,1.0,64,0.21560975609756097
"[32, 64, 32]",linear,50,1.0,128,0.30048780487804877
"[32, 64, 32]",linear,50,1.0,256,0.2
"[32, 64, 32]",linear,50,1.0,512,0.2146341463414634
"[32, 64, 32]",linear,50,0.1,16,0.2751219512195122
"[32, 64, 32]",linear,50,0.1,32,0.6878048780487804
"[32, 64, 32]",linear,50,0.1,64,0.7551219512195122
"[32, 64, 32]",linear,50,0.1,128,0.7336585365853658
"[32, 64, 32]",linear,50,0.1,256,0.5121951219512195
"[32, 64, 32]",linear,50,0.1,512,0.8136585365853658
"[32, 64, 32]",linear,50,0.01,16,0.8448780487804878
"[32, 64, 32]",linear,50,0.01,32,0.855609756097561
"[32, 64, 32]",linear,50,0.01,64,0.8360975609756097
"[32, 64, 32]",linear,50,0.01,128,0.8419512195121951
"[32, 64, 32]",linear,50,0.01,256,0.8360975609756097
"[32, 64, 32]",linear,50,0.01,512,0.8195121951219512
"[32, 64, 32]",linear,50,0.001,16,0.8478048780487805
"[32, 64, 32]",linear,50,0.001,32,0.8634146341463415
"[32, 64, 32]",linear,50,0.001,64,0.848780487804878
"[32, 64, 32]",linear,50,0.001,128,0.855609756097561
"[32, 64, 32]",linear,50,0.001,256,0.8458536585365853
"[32, 64, 32]",linear,50,0.001,512,0.855609756097561
"[32, 64, 32]",linear,50,0.0001,16,0.8575609756097561
"[32, 64, 32]",linear,50,0.0001,32,0.8517073170731707
"[32, 64, 32]",linear,50,0.0001,64,0.8507317073170731
"[32, 64, 32]",linear,50,0.0001,128,0.8058536585365854
"[32, 64, 32]",linear,50,0.0001,256,0.7941463414634147
"[32, 64, 32]",linear,50,0.0001,512,0.7707317073170732
"[32, 64, 32]",linear,100,10.0,16,0.18439024390243902
"[32, 64, 32]",linear,100,10.0,32,0.7736585365853659
"[32, 64, 32]",linear,100,10.0,64,0.18926829268292683
"[32, 64, 32]",linear,100,10.0,128,0.7775609756097561
"[32, 64, 32]",linear,100,10.0,256,0.7775609756097561
"[32, 64, 32]",linear,100,10.0,512,0.7736585365853659
"[32, 64, 32]",linear,100,1.0,16,0.20878048780487804
"[32, 64, 32]",linear,100,1.0,32,0.8117073170731708
"[32, 64, 32]",linear,100,1.0,64,0.8185365853658536
"[32, 64, 32]",linear,100,1.0,128,0.30048780487804877
"[32, 64, 32]",linear,100,1.0,256,0.2526829268292683
"[32, 64, 32]",linear,100,1.0,512,0.288780487804878
"[32, 64, 32]",linear,100,0.1,16,0.4712195121951219
"[32, 64, 32]",linear,100,0.1,32,0.7453658536585366
"[32, 64, 32]",linear,100,0.1,64,0.8048780487804879
"[32, 64, 32]",linear,100,0.1,128,0.7629268292682927
"[32, 64, 32]",linear,100,0.1,256,0.7951219512195122
"[32, 64, 32]",linear,100,0.1,512,0.7951219512195122
"[32, 64, 32]",linear,100,0.01,16,0.8263414634146341
"[32, 64, 32]",linear,100,0.01,32,0.8497560975609756
"[32, 64, 32]",linear,100,0.01,64,0.8478048780487805
"[32, 64, 32]",linear,100,0.01,128,0.8595121951219512
"[32, 64, 32]",linear,100,0.01,256,0.833170731707317
"[32, 64, 32]",linear,100,0.01,512,0.8253658536585365
"[32, 64, 32]",linear,100,0.001,16,0.855609756097561
"[32, 64, 32]",linear,100,0.001,32,0.8536585365853658
"[32, 64, 32]",linear,100,0.001,64,0.848780487804878
"[32, 64, 32]",linear,100,0.001,128,0.8380487804878048
"[32, 64, 32]",linear,100,0.001,256,0.8409756097560975
"[32, 64, 32]",linear,100,0.001,512,0.8341463414634146
"[32, 64, 32]",linear,100,0.0001,16,0.855609756097561
"[32, 64, 32]",linear,100,0.0001,32,0.8585365853658536
"[32, 64, 32]",linear,100,0.0001,64,0.8497560975609756
"[32, 64, 32]",linear,100,0.0001,128,0.8429268292682927
"[32, 64, 32]",linear,100,0.0001,256,0.8448780487804878
"[32, 64, 32]",linear,100,0.0001,512,0.8253658536585365
"[32, 64, 32]",linear,250,10.0,16,0.21951219512195122
"[32, 64, 32]",linear,250,10.0,32,0.7834146341463415
"[32, 64, 32]",linear,250,10.0,64,0.20585365853658535
"[32, 64, 32]",linear,250,10.0,128,0.7970731707317074
"[32, 64, 32]",linear,250,10.0,256,0.7804878048780488
"[32, 64, 32]",linear,250,10.0,512,0.7736585365853659
"[32, 64, 32]",linear,250,1.0,16,0.20097560975609757
"[32, 64, 32]",linear,250,1.0,32,0.44390243902439025
"[32, 64, 32]",linear,250,1.0,64,0.21365853658536585
"[32, 64, 32]",linear,250,1.0,128,0.20097560975609757
"[32, 64, 32]",linear,250,1.0,256,0.22634146341463415
"[32, 64, 32]",linear,250,1.0,512,0.7775609756097561
"[32, 64, 32]",linear,250,0.1,16,0.7892682926829269
"[32, 64, 32]",linear,250,0.1,32,0.775609756097561
"[32, 64, 32]",linear,250,0.1,64,0.7385365853658536
"[32, 64, 32]",linear,250,0.1,128,0.7873170731707317
"[32, 64, 32]",linear,250,0.1,256,0.7560975609756098
"[32, 64, 32]",linear,250,0.1,512,0.7980487804878049
"[32, 64, 32]",linear,250,0.01,16,0.8624390243902439
"[32, 64, 32]",linear,250,0.01,32,0.8595121951219512
"[32, 64, 32]",linear,250,0.01,64,0.8536585365853658
"[32, 64, 32]",linear,250,0.01,128,0.8312195121951219
"[32, 64, 32]",linear,250,0.01,256,0.8282926829268292
"[32, 64, 32]",linear,250,0.01,512,0.8429268292682927
"[32, 64, 32]",linear,250,0.001,16,0.8526829268292683
"[32, 64, 32]",linear,250,0.001,32,0.8517073170731707
"[32, 64, 32]",linear,250,0.001,64,0.8448780487804878
"[32, 64, 32]",linear,250,0.001,128,0.8546341463414634
"[32, 64, 32]",linear,250,0.001,256,0.8351219512195122
"[32, 64, 32]",linear,250,0.001,512,0.8439024390243902
"[32, 64, 32]",linear,250,0.0001,16,0.8575609756097561
"[32, 64, 32]",linear,250,0.0001,32,0.8575609756097561
"[32, 64, 32]",linear,250,0.0001,64,0.8536585365853658
"[32, 64, 32]",linear,250,0.0001,128,0.8468292682926829
"[32, 64, 32]",linear,250,0.0001,256,0.8507317073170731
"[32, 64, 32]",linear,250,0.0001,512,0.8458536585365853
"[32, 64, 32]",sigmoid,1,10.0,16,0.4868292682926829
"[32, 64, 32]",sigmoid,1,10.0,32,0.5131707317073171
"[32, 64, 32]",sigmoid,1,10.0,64,0.5131707317073171
"[32, 64, 32]",sigmoid,1,10.0,128,0.5131707317073171
"[32, 64, 32]",sigmoid,1,10.0,256,0.5131707317073171
"[32, 64, 32]",sigmoid,1,10.0,512,0.4868292682926829
"[32, 64, 32]",sigmoid,1,1.0,16,0.5131707317073171
"[32, 64, 32]",sigmoid,1,1.0,32,0.5131707317073171
"[32, 64, 32]",sigmoid,1,1.0,64,0.5131707317073171
"[32, 64, 32]",sigmoid,1,1.0,128,0.4868292682926829
"[32, 64, 32]",sigmoid,1,1.0,256,0.5131707317073171
"[32, 64, 32]",sigmoid,1,1.0,512,0.5131707317073171
"[32, 64, 32]",sigmoid,1,0.1,16,0.8204878048780487
"[32, 64, 32]",sigmoid,1,0.1,32,0.8546341463414634
"[32, 64, 32]",sigmoid,1,0.1,64,0.8585365853658536
"[32, 64, 32]",sigmoid,1,0.1,128,0.4868292682926829
"[32, 64, 32]",sigmoid,1,0.1,256,0.5131707317073171
"[32, 64, 32]",sigmoid,1,0.1,512,0.5131707317073171
"[32, 64, 32]",sigmoid,1,0.01,16,0.8604878048780488
"[32, 64, 32]",sigmoid,1,0.01,32,0.8312195121951219
"[32, 64, 32]",sigmoid,1,0.01,64,0.5902439024390244
"[32, 64, 32]",sigmoid,1,0.01,128,0.4868292682926829
"[32, 64, 32]",sigmoid,1,0.01,256,0.4868292682926829
"[32, 64, 32]",sigmoid,1,0.01,512,0.5131707317073171
"[32, 64, 32]",sigmoid,1,0.001,16,0.5131707317073171
"[32, 64, 32]",sigmoid,1,0.001,32,0.5131707317073171
"[32, 64, 32]",sigmoid,1,0.001,64,0.4868292682926829
"[32, 64, 32]",sigmoid,1,0.001,128,0.5131707317073171
"[32, 64, 32]",sigmoid,1,0.001,256,0.4868292682926829
"[32, 64, 32]",sigmoid,1,0.001,512,0.5131707317073171
"[32, 64, 32]",sigmoid,1,0.0001,16,0.5131707317073171
"[32, 64, 32]",sigmoid,1,0.0001,32,0.5131707317073171
"[32, 64, 32]",sigmoid,1,0.0001,64,0.4868292682926829
"[32, 64, 32]",sigmoid,1,0.0001,128,0.5131707317073171
"[32, 64, 32]",sigmoid,1,0.0001,256,0.4868292682926829
"[32, 64, 32]",sigmoid,1,0.0001,512,0.5131707317073171
"[32, 64, 32]",sigmoid,10,10.0,16,0.4868292682926829
"[32, 64, 32]",sigmoid,10,10.0,32,0.5131707317073171
"[32, 64, 32]",sigmoid,10,10.0,64,0.5131707317073171
"[32, 64, 32]",sigmoid,10,10.0,128,0.5131707317073171
"[32, 64, 32]",sigmoid,10,10.0,256,0.4868292682926829
"[32, 64, 32]",sigmoid,10,10.0,512,0.5131707317073171
"[32, 64, 32]",sigmoid,10,1.0,16,0.5131707317073171
"[32, 64, 32]",sigmoid,10,1.0,32,0.4868292682926829
"[32, 64, 32]",sigmoid,10,1.0,64,0.5131707317073171
"[32, 64, 32]",sigmoid,10,1.0,128,0.5131707317073171
"[32, 64, 32]",sigmoid,10,1.0,256,0.5131707317073171
"[32, 64, 32]",sigmoid,10,1.0,512,0.4868292682926829
"[32, 64, 32]",sigmoid,10,0.1,16,0.9082926829268293
"[32, 64, 32]",sigmoid,10,0.1,32,0.904390243902439
"[32, 64, 32]",sigmoid,10,0.1,64,0.9287804878048781
"[32, 64, 32]",sigmoid,10,0.1,128,0.88
"[32, 64, 32]",sigmoid,10,0.1,256,0.8702439024390244
"[32, 64, 32]",sigmoid,10,0.1,512,0.4868292682926829
"[32, 64, 32]",sigmoid,10,0.01,16,0.8790243902439024
"[32, 64, 32]",sigmoid,10,0.01,32,0.8751219512195122
"[32, 64, 32]",sigmoid,10,0.01,64,0.848780487804878
"[32, 64, 32]",sigmoid,10,0.01,128,0.8663414634146341
"[32, 64, 32]",sigmoid,10,0.01,256,0.8341463414634146
"[32, 64, 32]",sigmoid,10,0.01,512,0.5131707317073171
"[32, 64, 32]",sigmoid,10,0.001,16,0.855609756097561
"[32, 64, 32]",sigmoid,10,0.001,32,0.8575609756097561
"[32, 64, 32]",sigmoid,10,0.001,64,0.8282926829268292
"[32, 64, 32]",sigmoid,10,0.001,128,0.5131707317073171
"[32, 64, 32]",sigmoid,10,0.001,256,0.4868292682926829
"[32, 64, 32]",sigmoid,10,0.001,512,0.4868292682926829
"[32, 64, 32]",sigmoid,10,0.0001,16,0.5131707317073171
"[32, 64, 32]",sigmoid,10,0.0001,32,0.5131707317073171
"[32, 64, 32]",sigmoid,10,0.0001,64,0.5131707317073171
"[32, 64, 32]",sigmoid,10,0.0001,128,0.5131707317073171
"[32, 64, 32]",sigmoid,10,0.0001,256,0.5131707317073171
"[32, 64, 32]",sigmoid,10,0.0001,512,0.5131707317073171
"[32, 64, 32]",sigmoid,25,10.0,16,0.5131707317073171
"[32, 64, 32]",sigmoid,25,10.0,32,0.5131707317073171
"[32, 64, 32]",sigmoid,25,10.0,64,0.5131707317073171
"[32, 64, 32]",sigmoid,25,10.0,128,0.5131707317073171
"[32, 64, 32]",sigmoid,25,10.0,256,0.5131707317073171
"[32, 64, 32]",sigmoid,25,10.0,512,0.4868292682926829
"[32, 64, 32]",sigmoid,25,1.0,16,0.5131707317073171
"[32, 64, 32]",sigmoid,25,1.0,32,0.4868292682926829
